"Kod","Miejscowość","Dzielnica","Ulica","Numery","Gmina","Powiat","Województwo"
"94-248","Łódź","Polesie","Bobowa","","Łódź","Łódź","łódzkie"
"90-102","Łódź","Śródmieście","Traugutta Romualda (Generała Romualda Traugutta)","1","Łódź","Łódź","łódzkie"
"91-129","Łódź","Bałuty","Cedry Krzysztofa","","Łódź","Łódź","łódzkie"
"91-503","Łódź","Bałuty","Skrzydlata","","Łódź","Łódź","łódzkie"
"93-330","Łódź","Górna","Ideowa","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-410","Łódź","Górna","Łukowa","","Łódź","Łódź","łódzkie"
"90-520","Łódź","Polesie","Gdańska","116-134(p)","Łódź","Łódź","łódzkie"
"91-009","Łódź","Polesie","Okrzei Stefana","26-DK(p), 31-DK(n)","Łódź","Łódź","łódzkie"
"91-348","Łódź","Bałuty","Osinowa","","Łódź","Łódź","łódzkie"
"91-490","Łódź","Bałuty","Świetlana","","Łódź","Łódź","łódzkie"
"91-463","Łódź","Bałuty","Żurawia","2-DK(p)","Łódź","Łódź","łódzkie"
"92-208","Łódź","Widzew","Stylonowa","","Łódź","Łódź","łódzkie"
"93-436","Łódź","Górna","Wirowa","","Łódź","Łódź","łódzkie"
"94-333","Łódź","Polesie","Bohaterów Powstania Styczniowego","","Łódź","Łódź","łódzkie"
"90-113","Łódź","Śródmieście","Traugutta Romualda (Generała Romualda Traugutta)","15-DK","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-449","Łódź","Bałuty","Ceglana","","Łódź","Łódź","łódzkie"
"91-819","Łódź","Bałuty","Skury-Skoczyńskiego 'Robotnika' Bronisława (Porucznika Bronisława Skury-Skoczyńskiego 'Robotnika')","","Łódź","Łódź","łódzkie"
"93-469","Łódź","Górna","Ikara","","Łódź","Łódź","łódzkie"
"93-452","Łódź","Górna","Łużycka","","Łódź","Łódź","łódzkie"
"90-519","Łódź","Polesie","Gdańska","119-133(n)","Łódź","Łódź","łódzkie"
"94-043","Łódź","Polesie","Olimpijska","","Łódź","Łódź","łódzkie"
"91-725","Łódź","Bałuty","Oświatowa","","Łódź","Łódź","łódzkie"
"91-222","Łódź","Bałuty","Świętej Teresy od Dzieciątka Jezus","101-111(n), 122-180(p)","Łódź","Łódź","łódzkie"
"91-364","Łódź","Bałuty","Żywokostowa","","Łódź","Łódź","łódzkie"
"92-331","Łódź","Widzew","Sucha","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-641","Łódź","Górna","Wiskicka","54-DK(p), 57-DK(n)","Łódź","Łódź","łódzkie"
"94-129","Łódź","Polesie","Bokserska","","Łódź","Łódź","łódzkie"
"90-010","Łódź","Śródmieście","Tuwima Juliana","1-17(n)","Łódź","Łódź","łódzkie"
"91-859","Łódź","Bałuty","Cementowa","","Łódź","Łódź","łódzkie"
"91-156","Łódź","Bałuty","Słodowa","","Łódź","Łódź","łódzkie"
"93-327","Łódź","Górna","Ireny","1-62","Łódź","Łódź","łódzkie"
"93-324","Łódź","Górna","Maciejowicka","","Łódź","Łódź","łódzkie"
"90-707","Łódź","Polesie","Gdańska","12-24(p)","Łódź","Łódź","łódzkie"
"94-251","Łódź","Polesie","Omłotowa","","Łódź","Łódź","łódzkie"
"91-475","Łódź","Bałuty","Owocowa","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-348","Łódź","Bałuty","Świętej Teresy od Dzieciątka Jezus","1-53(n), 6-72(p)","Łódź","Łódź","łódzkie"
"91-231","Łódź","Bałuty","Żyzna","","Łódź","Łódź","łódzkie"
"92-228","Łódź","Widzew","Surowcowa","","Łódź","Łódź","łódzkie"
"93-645","Łódź","Górna","""Wiśniowieckiego Jaremy Jeremiego (Księcia Jeremiego Wiśniowieckiego """"Jaremy"""")""","","Łódź","Łódź","łódzkie"
"94-032","Łódź","Polesie","Bratysławska","1-7(n), 2-4(p)","Łódź","Łódź","łódzkie"
"90-015","Łódź","Śródmieście","Tuwima Juliana","19-25(n)","Łódź","Łódź","łódzkie"
"91-502","Łódź","Bałuty","Centralna","1-DK(n), 2-24(p)","Łódź","Łódź","łódzkie"
"91-491","Łódź","Bałuty","Słoneczna","","Łódź","Łódź","łódzkie"
"93-244","Łódź","Górna","Ireny","63-DK","Łódź","Łódź","łódzkie"
"93-482","Łódź","Górna","Magnesowa","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-715","Łódź","Polesie","Gdańska","27-39(n)","Łódź","Łódź","łódzkie"
"94-205","Łódź","Polesie","Orzechowa","","Łódź","Łódź","łódzkie"
"91-219","Łódź","Bałuty","Pabianka","","Łódź","Łódź","łódzkie"
"91-341","Łódź","Bałuty","Świętej Teresy od Dzieciątka Jezus","91-91c, 94-120(p)","Łódź","Łódź","łódzkie"
"93-408","Łódź","Górna","3 Maja","","Łódź","Łódź","łódzkie"
"92-613","Łódź","Widzew","Szancera Jana Marcina","","Łódź","Łódź","łódzkie"
"93-522","Łódź","Górna","Wiwulskiego Antoniego","17-DK(n), 22-DK(p)","Łódź","Łódź","łódzkie"
"94-112","Łódź","Polesie","Bratysławska","47-65(n), 52-58(p)","Łódź","Łódź","łódzkie"
"90-003","Łódź","Śródmieście","Tuwima Juliana","2-18(p)","Łódź","Łódź","łódzkie"
"91-202","Łódź","Bałuty","Cepowa","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-103","Łódź","Bałuty","Słońskiego Edwarda","","Łódź","Łódź","łódzkie"
"93-177","Łódź","Górna","Jachowicza Stanisława","","Łódź","Łódź","łódzkie"
"93-648","Łódź","Górna","Mahoniowa","","Łódź","Łódź","łódzkie"
"90-730","Łódź","Polesie","Gdańska","36-48(p)","Łódź","Łódź","łódzkie"
"94-123","Łódź","Polesie","Oszczepowa","","Łódź","Łódź","łódzkie"
"91-439","Łódź","Bałuty","Pacanowskiej Zuli","1-DK(n)","Łódź","Łódź","łódzkie"
"91-496","Łódź","Bałuty","Świtezianki","","Łódź","Łódź","łódzkie"
"93-485","Łódź","Górna","Akademii Zamojskiej","","Łódź","Łódź","łódzkie"
"92-605","Łódź","Widzew","Szarady","","Łódź","Łódź","łódzkie"
"93-427","Łódź","Górna","Władysława Jagiełły","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"94-212","Łódź","Polesie","Bronowa","","Łódź","Łódź","łódzkie"
"90-025","Łódź","Śródmieście","Tuwima Juliana","37-57(n)","Łódź","Łódź","łódzkie"
"91-470","Łódź","Bałuty","Chopina Fryderyka","51-DK","Łódź","Łódź","łódzkie"
"91-357","Łódź","Bałuty","Smolika Przecława","","Łódź","Łódź","łódzkie"
"93-563","Łódź","Górna","Janiny","1-35(n), 2-18(p)","Łódź","Łódź","łódzkie"
"93-154","Łódź","Górna","Malczewskiego Jacka","","Łódź","Łódź","łódzkie"
"90-601","Łódź","Polesie","Gdańska","50","Łódź","Łódź","łódzkie"
"94-249","Łódź","Polesie","Owsiana","","Łódź","Łódź","łódzkie"
"90-642","Łódź","Polesie","Włókniarzy Al.","219-221(n)","Łódź","Łódź","łódzkie"
"91-156","Łódź","Bałuty","Tatarczana","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-641","Łódź","Górna","Alabastrowa","","Łódź","Łódź","łódzkie"
"92-114","Łódź","Widzew","Szczytowa","","Łódź","Łódź","łódzkie"
"93-411","Łódź","Górna","Wolska","","Łódź","Łódź","łódzkie"
"94-223","Łódź","Polesie","Bruska","","Łódź","Łódź","łódzkie"
"90-026","Łódź","Śródmieście","Tuwima Juliana","60-86(p)","Łódź","Łódź","łódzkie"
"92-111","Łódź","Widzew","Brzezińska","43-101(n), 50-86(p)","Łódź","Łódź","łódzkie"
"91-718","Łódź","Bałuty","Chryzantem Al.","","Łódź","Łódź","łódzkie"
"91-729","Łódź","Bałuty","Smutna","","Łódź","Łódź","łódzkie"
"93-554","Łódź","Górna","Janiny","20-DK(p), 37-DK(n)","Łódź","Łódź","łódzkie"
"93-633","Łódź","Górna","Małego Rycerza","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-508","Łódź","Polesie","Gdańska","90-104(p)","Łódź","Łódź","łódzkie"
"93-570","Łódź","Polesie","Parkowa","","Łódź","Łódź","łódzkie"
"90-556","Łódź","Polesie","Włókniarzy Al.","222-240a(p)","Łódź","Łódź","łódzkie"
"91-498","Łódź","Bałuty","Telimeny","","Łódź","Łódź","łódzkie"
"93-418","Łódź","Górna","Aleksandra","","Łódź","Łódź","łódzkie"
"92-626","Łódź","Widzew","Szeherezady","","Łódź","Łódź","łódzkie"
"93-578","Łódź","Górna","Wróblewskiego Walerego","10-16/18(p), 19","Łódź","Łódź","łódzkie"
"94-109","Łódź","Polesie","Burzliwa","","Łódź","Łódź","łódzkie"
"90-364","Łódź","Śródmieście","Tylna","1-4","Łódź","Łódź","łódzkie"
"92-118","Łódź","Widzew","Brzezińska","88-154(p), 103-131(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-189","Łódź","Bałuty","Ciechowskiego Grzegorza","","Łódź","Łódź","łódzkie"
"91-302","Łódź","Bałuty","Snycerska","","Łódź","Łódź","łódzkie"
"93-524","Łódź","Górna","Jarosławska","","Łódź","Łódź","łódzkie"
"93-404","Łódź","Górna","Marii","","Łódź","Łódź","łódzkie"
"90-507","Łódź","Polesie","Gdańska","97-111(n)","Łódź","Łódź","łódzkie"
"94-272","Łódź","Polesie","Patrolowa","","Łódź","Łódź","łódzkie"
"90-731","Łódź","Polesie","Wólczańska","11-23(n)","Łódź","Łódź","łódzkie"
"91-203","Łódź","Bałuty","Teofilowska","","Łódź","Łódź","łódzkie"
"93-420","Łódź","Górna","Amatorska","","Łódź","Łódź","łódzkie"
"92-629","Łódź","Widzew","Szelburg-Zarembiny Ewy","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-590","Łódź","Górna","Wróblewskiego Walerego","15","Łódź","Łódź","łódzkie"
"94-263","Łódź","Polesie","Celownicza","","Łódź","Łódź","łódzkie"
"90-348","Łódź","Śródmieście","Tylna","5-7(n)","Łódź","Łódź","łódzkie"
"92-770","Łódź","Widzew","Byszewska","","Łódź","Łódź","łódzkie"
"91-050","Łódź","Bałuty","Ciemna","","Łódź","Łódź","łódzkie"
"91-498","Łódź","Bałuty","Sobótki","","Łódź","Łódź","łódzkie"
"93-559","Łódź","Górna","Jasień","1-28","Łódź","Łódź","łódzkie"
"93-450","Łódź","Górna","Masztowa","","Łódź","Łódź","łódzkie"
"94-128","Łódź","Polesie","Gimnastyczna","","Łódź","Łódź","łódzkie"
"94-203","Łódź","Polesie","Perla Feliksa","11","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-525","Łódź","Polesie","Wólczańska","133-163(n)","Łódź","Łódź","łódzkie"
"91-601","Łódź","Bałuty","Tlenowa","1-13(n), 2-16(p)","Łódź","Łódź","łódzkie"
"93-304","Łódź","Górna","Antenowa","1-33(n), 2-42(p)","Łódź","Łódź","łódzkie"
"92-320","Łódź","Widzew","Szpitalna","14-DK(p)","Łódź","Łódź","łódzkie"
"93-566","Łódź","Górna","Wróblewskiego Walerego","23-31(n), 52-76(p)","Łódź","Łódź","łódzkie"
"94-307","Łódź","Polesie","Chłopickiego Józefa (Generała Józefa Chłopickiego)","","Łódź","Łódź","łódzkie"
"90-350","Łódź","Śródmieście","Tymienieckiego Wincentego (Księdza Biskupa Wincentego Tymienieckiego)","23, 30a","Łódź","Łódź","łódzkie"
"93-119","Łódź","Widzew","Chełmska","","Łódź","Łódź","łódzkie"
"91-308","Łódź","Bałuty","Ciesielska","","Łódź","Łódź","łódzkie"
"91-812","Łódź","Bałuty","""Sojczyńskiego Warszyca Stanisława (Kapitana Stanisława Sojczyńskiego """"Warszyca"""")""","1-DK(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-463","Łódź","Górna","Jastarnia","","Łódź","Łódź","łódzkie"
"93-337","Łódź","Górna","Matek Polskich Al.","","Łódź","Łódź","łódzkie"
"94-248","Łódź","Polesie","Grochowa","","Łódź","Łódź","łódzkie"
"94-109","Łódź","Polesie","Pienista","","Łódź","Łódź","łódzkie"
"90-530","Łódź","Polesie","Wólczańska","165-189(n)","Łódź","Łódź","łódzkie"
"91-504","Łódź","Bałuty","Tlenowa","15-DK(n), 18-DK(p)","Łódź","Łódź","łódzkie"
"93-347","Łódź","Górna","Bajeczna","","Łódź","Łódź","łódzkie"
"92-235","Łódź","Widzew","Szpitalna","8-12(p)","Łódź","Łódź","łódzkie"
"93-643","Łódź","Górna","Wrzecionowa","","Łódź","Łódź","łódzkie"
"94-241","Łódź","Polesie","Cieplarniana","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-243","Łódź","Śródmieście","Uniwersytecka","9-17(n), 12-34(p)","Łódź","Łódź","łódzkie"
"92-018","Łódź","Widzew","Chmurna","","Łódź","Łódź","łódzkie"
"91-473","Łódź","Bałuty","Cisowa","","Łódź","Łódź","łódzkie"
"91-806","Łódź","Bałuty","""Sojczyńskiego Warszyca Stanisława (Kapitana Stanisława Sojczyńskiego """"Warszyca"""")""","2-DK(p)","Łódź","Łódź","łódzkie"
"93-460","Łódź","Górna","Jesiotrowa","","Łódź","Łódź","łódzkie"
"93-324","Łódź","Górna","Michała","","Łódź","Łódź","łódzkie"
"94-267","Łódź","Polesie","Grodowa","","Łódź","Łódź","łódzkie"
"91-009","Łódź","Polesie","Pietrusińskiego Jana","15-51(n), 18-52(p)","Łódź","Łódź","łódzkie"
"93-005","Łódź","Polesie","Wólczańska","211-227(n)","Łódź","Łódź","łódzkie"
"91-360","Łódź","Bałuty","Topazowa","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-204","Łódź","Górna","Bałuckiego Michała","1-DK(n), 14-DK(p)","Łódź","Łódź","łódzkie"
"92-408","Łódź","Widzew","Szwalma Bronisława","","Łódź","Łódź","łódzkie"
"93-449","Łódź","Górna","Wyspowa","","Łódź","Łódź","łódzkie"
"91-088","Łódź","Polesie","Ciepła","","Łódź","Łódź","łódzkie"
"90-126","Łódź","Śródmieście","Węglowa","","Łódź","Łódź","łódzkie"
"92-447","Łódź","Widzew","Cynarskiego Mariana","","Łódź","Łódź","łódzkie"
"91-866","Łódź","Bałuty","Cytrynowa","","Łódź","Łódź","łódzkie"
"91-512","Łódź","Bałuty","Sójki","","Łódź","Łódź","łódzkie"
"93-636","Łódź","Górna","Jeża Teodora Tomasza","","Łódź","Łódź","łódzkie"
"93-424","Łódź","Górna","Miejska","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"94-286","Łódź","Polesie","Grotta Józefa Wacława (Profesora Józefa Wacława Grotta)","","Łódź","Łódź","łódzkie"
"91-074","Łódź","Polesie","Pietrusińskiego Jana","2-16(p)","Łódź","Łódź","łódzkie"
"90-608","Łódź","Polesie","Wólczańska","39-69(n)","Łódź","Łódź","łódzkie"
"91-116","Łódź","Bałuty","Traktorowa","1-31(n)","Łódź","Łódź","łódzkie"
"93-273","Łódź","Górna","Bałuckiego Michała","2-12(p)","Łódź","Łódź","łódzkie"
"93-114","Łódź","Widzew","Śmigłego-Rydza Edwarda Al. (Marszałka Edwarda Śmigłego-Rydza)","19","Łódź","Łódź","łódzkie"
"93-446","Łódź","Górna","Wyścigowa","","Łódź","Łódź","łódzkie"
"91-068","Łódź","Polesie","Cmentarna","","Łódź","Łódź","łódzkie"
"90-227","Łódź","Śródmieście","Wierzbowa","10-16c(p), 17-29(n)","Łódź","Łódź","łódzkie"
"92-650","Łódź","Widzew","Czajewskiego Wiktora","15-37(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"91-511","Łódź","Bałuty","Czapli","","Łódź","Łódź","łódzkie"
"91-838","Łódź","Bałuty","Spacerowa","1-8","Łódź","Łódź","łódzkie"
"93-338","Łódź","Górna","Józefowska","","Łódź","Łódź","łódzkie"
"93-491","Łódź","Górna","Mielizny","","Łódź","Łódź","łódzkie"
"94-243","Łódź","Polesie","Gryczana","","Łódź","Łódź","łódzkie"
"94-224","Łódź","Polesie","Pionierska","4-6(p)","Łódź","Łódź","łódzkie"
"93-578","Łódź","Polesie","Wróblewskiego Walerego","1-9, 10-50(p), 17-21(n)","Łódź","Łódź","łódzkie"
"91-129","Łódź","Bałuty","Traktorowa","2-78(p)","Łódź","Łódź","łódzkie"
"93-487","Łódź","Górna","Beczkowa","","Łódź","Łódź","łódzkie"
"92-743","Łódź","Widzew","Taborowa","190, 197-199(n)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-349","Łódź","Górna","Zagadkowa","","Łódź","Łódź","łódzkie"
"94-132","Łódź","Polesie","Cylla Wawrzyńca","","Łódź","Łódź","łódzkie"
"90-245","Łódź","Śródmieście","Wierzbowa","18-38(p), 31-43(n)","Łódź","Łódź","łódzkie"
"92-544","Łódź","Widzew","Czernika Stanisława","12-18(p)","Łódź","Łódź","łódzkie"
"91-829","Łódź","Bałuty","Czarnego Zawiszy","1-19","Łódź","Łódź","łódzkie"
"91-826","Łódź","Bałuty","Spacerowa","9-DK","Łódź","Łódź","łódzkie"
"93-614","Łódź","Górna","Józefów","1-40a","Łódź","Łódź","łódzkie"
"93-458","Łódź","Górna","Mierzejowa","","Łódź","Łódź","łódzkie"
"94-247","Łódź","Polesie","Grzybowa","","Łódź","Łódź","łódzkie"
"94-218","Łódź","Polesie","Pionierska","9-15(n), 12-18(p)","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"94-103","Łódź","Polesie","Wróblewskiego Walerego","33-41(n), 78-94(p)","Łódź","Łódź","łódzkie"
"91-111","Łódź","Bałuty","Traktorowa","59-65(n)","Łódź","Łódź","łódzkie"
"93-037","Łódź","Górna","Bednarska","23-DK(n), 38-DK(p)","Łódź","Łódź","łódzkie"
"92-602","Łódź","Widzew","Taborowa","65-137(n)","Łódź","Łódź","łódzkie"
"93-377","Łódź","Górna","Zagraniczna","","Łódź","Łódź","łódzkie"
"94-225","Łódź","Polesie","Czołgistów","39-DK(n), 52-DK(p)","Łódź","Łódź","łódzkie"
"90-411","Łódź","Śródmieście","Więckowskiego Stanisława (Pułkownika Doktora Stanisława Więckowskiego)","1-11(n)","Łódź","Łódź","łódzkie"
"92-543","Łódź","Widzew","Czernika Stanisława","2-10(p)","Łódź","Łódź","łódzkie"
"91-824","Łódź","Bałuty","Czarnego Zawiszy","20-22(p), 21-27(n)","Łódź","Łódź","łódzkie"
"91-232","Łódź","Bałuty","Spadkowa","1-41","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"93-463","Łódź","Górna","Jubileuszowa","","Łódź","Łódź","łódzkie"
"93-404","Łódź","Górna","Mierzyńskiego Zdzisława (Doktora Zdzisława Mierzyńskiego)","1-29(n), 2-20(p)","Łódź","Łódź","łódzkie"
"94-332","Łódź","Polesie","Gwardii Ludowej","","Łódź","Łódź","łódzkie"
"94-106","Łódź","Polesie","Plocka Franciszka","","Łódź","Łódź","łódzkie"
"94-024","Łódź","Polesie","Wygodna","","Łódź","Łódź","łódzkie"
"91-204","Łódź","Bałuty","Traktorowa","67-85(n), 128-158(p)","Łódź","Łódź","łódzkie"
"93-369","Łódź","Górna","Bezpieczna","","Łódź","Łódź","łódzkie"
"90-323","Łódź","Widzew","Targowa","42-44(p)","Łódź","Łódź","łódzkie"
"93-648","Łódź","Górna","Zagrodowa","","Łódź","Łódź","łódzkie"
"94-240","Łódź","Polesie","Czwartaków","","Łódź","Łódź","łódzkie"
"(adsbygoogle = window.adsbygoogle || []).push({});"
"90-319","Łódź","Śródmieście","Wigury Stanisława (Pilota Stanisława Wigury)","14-DK(p), 21-DK(n)","Łódź","Łódź","łódzkie"
